DCF,descdepto,descclase,descfamilia
46502,"SALAS, RECAMARAS, COMEDORES   ",PIEZAS SUELTAS DE RECAMARAS   ,PORTA LUNA SUELTO             
46504,"SALAS, RECAMARAS, COMEDORES   ",PIEZAS SUELTAS DE RECAMARAS   ,CABECERA SUELTA               
46507,"SALAS, RECAMARAS, COMEDORES   ",PIEZAS SUELTAS DE RECAMARAS   ,BURO SUELTO                   
46601,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE COCINA          ,MANTEL PARA MESA              
46602,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE COCINA          ,MANTEL INDIVIDUAL             
46603,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE COCINA          ,SERVILLETA/TOALLA             
46604,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE COCINA          ,MANDIL DE COCINA              
46605,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE COCINA          ,ACCESORIO DE COCINA           
46606,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE COCINA          ,CAMINO DE MESA                
49101,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,PROTECTOR DE COLCHON ESTANDAR 
49105,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,PROTECTOR DE COLCHON IMPERMEAB
49115,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,JUEGO DE SABANAS              
49116,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,JUEGO DE SABANAS KING SIZE    
49121,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,JUEGO DE SABANAS INFANTIL     
49126,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,FUNDAS                        
49135,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,COLCHONETA                    
49201,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,COORDINADO DE EDREDON         
49202,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,EDREDON KING SIZE             
49210,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,COORDINADO DE EDREDON JUVENIL 
49235,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,EDREDON INFANTIL              
49255,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,COLCHA                        
49260,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,COLCHA KING SIZE              
49301,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA DE TEMPORADA     ,FRAZADA INFANTIL              
49305,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA DE TEMPORADA     ,COBERTOR INFANTIL             
49310,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA DE TEMPORADA     ,FRAZADA BASICA                
49315,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA DE TEMPORADA     ,COBERTOR                      
49320,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA DE TEMPORADA     ,EDREDON DE TEMPORADA          
49405,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CUNA                  ,ACCESORIOS PARA BEBE          
49501,"SALAS, RECAMARAS, COMEDORES   ",ALMOHADAS                     ,STANDARD                      
49502,"SALAS, RECAMARAS, COMEDORES   ",ALMOHADAS                     ,KING SIZE                     
49503,"SALAS, RECAMARAS, COMEDORES   ",ALMOHADAS                     ,ESPECIAL                      
49504,"SALAS, RECAMARAS, COMEDORES   ",ALMOHADAS                     ,INFANTIL                      
49505,"SALAS, RECAMARAS, COMEDORES   ",ALMOHADAS                     ,BODY PILLOW                   
49601,"SALAS, RECAMARAS, COMEDORES   ",CORTINAS                      ,CORTINA                       
49602,"SALAS, RECAMARAS, COMEDORES   ",CORTINAS                      ,CORTINERO                     
49603,"SALAS, RECAMARAS, COMEDORES   ",CORTINAS                      ,CUBRESALAS                    
49901,"SALAS, RECAMARAS, COMEDORES   ",PROMOCIONES                   ,NO VENDER                     
50101,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,ANDADERA                      
50102,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,CARRIOLA BASTON               
50103,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,CARRIOLA NORMAL               
50104,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,SISTEMA DE VIAJE              
50108,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,CUNA VIAJERA                  
50109,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,VARIOS BEBE                   
50111,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,SILLA BOOSTER                 
50112,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,SILLA ALTA                    
50113,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,AUTO ASIENTO SEGURIDAD        
50114,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,PORTABEBES                    
50115,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,BOUNCER                       
50118,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,EJERCITADORES                 
50120,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,GIMNASIO Y TAPETES            
50125,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,BAÑERAS                       
50130,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,COLUMPIO                      
50141,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,ANDADERAS EXCLUSIVOS .COM     
50142,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,CARRIOLA BAST EXCLUSIVOS .COM 
50143,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,CARRIOLA NORM EXCLUSIVOS .COM 
50144,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,SISTEMA VIAJE EXCLUSIVOS .COM 
50145,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,CUNA VIAJERA EXCLUSIVOS .COM  
50146,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,VARIOS BEBES EXCLUSIVOS .COM  
50147,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,SILLA BOOSTER EXCLUSIVOS .COM 
50148,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,SILLA ALTA EXCLUSIVOS .COM    
50149,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,AUTOASIENTO EXCLUSIVOS .COM   
50150,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,PORTABEBES EXCLUSIVOS .COM    
50151,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,BOUNCER EXCLUSIVOS .COM       
50153,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,GIMNASIO TAPETE EXCLUSIVOS.COM
50154,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,BAÑERAS EXCLUSIVOS .COM       
50155,BICICLETAS/BEBES/AUTOMOTRIZ   ,BEBES                         ,COLUMPIO EXCLUSIVOS .COM      
50302,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CORREPASILLOS Y BALANCE BIKE  
50303,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CARRITO DE PASEO - BASTON     
50304,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,MONTABLES ELECTRICOS          
50305,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,MOTOS DE PEDALES              
50306,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,ELECTRICOS PEQUEÑOS           
50308,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER INFANTIL NIÑA         
50309,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER INFANTIL NIÑO         
50310,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER JUVENIL               
50311,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRICICLO INFANTIL NIÑA        
50312,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRICICLO INFANTIL NIÑO        
50313,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRICICLO ETAPAS               
50315,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES JUVENILES             
50316,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES INFANTILES            
50317,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES PREESCOLAR            
50318,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,EDUCATIVOS                    
50319,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,COCINAS MERCADO VANITY        
50320,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUGUETES VARIOS               
50322,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRAMPOLINES                   
50330,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,VEHICULO R/C  ESCALA          
50332,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,DRONES R/C                    
50345,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINETAS                     
50347,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,MATTEL PDV                    
50350,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,ACTIVIDADES                   
50352,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUGUETES OUTDOOR              
50355,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,AUTOPISTAS                    
50365,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CASITAS                       
50371,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CORREPASILLOS Y BK EXCL.COM   
50372,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CARRITO PASEO EXCLUSIVOS.COM  
50373,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,MONT ELECT EXCLUSIVOS .COM    
50374,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,ELECT PEQUEÑOS EXCLUSIVOS.COM 
50375,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOT INF NIÑA EXCLUSIVOS.COM 
50376,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOT INF NIÑO EXCLUSIVOS.COM 
50377,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER JUV. EXCLUSIVOS.COM   
50378,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRIC. INF NIÑA EXCLUSIVOS.COM 
50379,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRIC. INF NIÑO EXCLUSIVOS .COM
50380,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRIC. ETAPAS EXCLUSIVOS.COM   
50381,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES JUV. EXCLUSIVOS.COM   
50382,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES INF. EXCLUSIVOS .COM  
50383,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES PREESC EXCLUSIVOS.COM 
50384,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,EDUCATIVOS EXCLUSIVOS .COM    
50385,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,COCINA MERCA VANITY EXCLU .COM
50386,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUG. VARIOS EXCLUSIVOS .COM   
50387,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRAMPOLINES EXCLUSIVOS.COM    
50388,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,BLOQUES CONSTR EXCLUSIVOS .COM
50390,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,VEHIC. R/C EXCLUSIVOS .COM    
50391,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,DRONES HELICOP EXCLUSIVOS .COM
50392,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINETAS EXCLUSIVOS.COM      
50395,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,ACTIVIDADES EXCLUSIVOS .COM   
50396,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUG. OUTDOOR EXCLUSIVOS .COM  
50397,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,AUTOPISTAS EXCLUSIVOS .COM    
50398,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CASITAS EXCLUSIVOS .COM       
50501,BICICLETAS/BEBES/AUTOMOTRIZ   ,ASPIRADORA INDUSTRIAL         ,ASPIRADORA INDUSTRIAL         
50502,BICICLETAS/BEBES/AUTOMOTRIZ   ,ASPIRADORA INDUSTRIAL         ,LAVADO INDUSTRIAL             
50632,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 13.COM           
50634,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 14.COM           
50638,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 16.COM           
50656,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 18.COM          
50708,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACUMULADORES                  ,BATERIA PARA MOTO.COM         
50805,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,CAMPISMO                      
50811,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS EXCLUSIVAS.COM       
50815,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS PLAYCENTER           
50816,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS INFANTILES EXCLUSIVAS
50820,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,FIGURAS INFLABLES             
50821,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,FIG INFLABLES EXCLUSIVAS      
50822,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCA CH 1-3000 L           
50823,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS MED 3000-6000 L      
50825,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,FLOTADORES                    
50826,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,FLOTADORES EXCLUSIVOS.COM     
50827,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS GRANDE 6000 MAS L    
50828,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS INFANTILES CH        
50829,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ALBERCAS INFANTILES GD        
50830,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,ART. LIMPIEZA                 
50835,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,BOMBA                         
50836,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,BOMBAS EXCLUSIVAS.COM         
50840,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,VARIOS ALBERCAS               
50845,BICICLETAS/BEBES/AUTOMOTRIZ   ,ALBERCAS                      ,VARIOS EXCLUSIVOS ALBERCAS.COM
50936,BICICLETAS/BEBES/AUTOMOTRIZ   ,CAMPISMO                      ,BOMBA                         
51005,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,INFANTIL RIN 12 NIÑO          
51020,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,INFANTIL RIN 16 C/SUSP NIÑO   
51035,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,JUVENIL RIN 20 FREESTYLE      
51060,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 12 NIÑO     
51063,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 12 NIÑA     
51066,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 16 NIÑO     
51069,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN16 NIÑA      
51072,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 16 SUSP NIÑO
51075,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 20 NIÑO     
51078,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 20 NIÑA     
51081,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 20 SUSP NIÑO
51084,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETAS INFANTIL Y JUVENIL ,.COM INFANTIL RIN 20 FREESTYLE
51111,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,CASCO NIÑO                    
51131,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,SILLA INFANTILES              
51155,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,ACCESORIOS VARIOS DEPORTIVOS  
51160,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,.COM LUCES                    
51163,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,.COM CASCOS Y PROTECTORES ADUL
51166,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,.COM CASCO Y PROTECTORES INFAN
51169,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,.COM GUANTES                  
51172,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,.COM BOMBA DE AIRE            
51175,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,.COM MOCHILAS Y ALFORJAS      
